0,ニュートラル,レジェンド,イスラーフィール,FALSE
0,ニュートラル,レジェンド,ゼウス,FALSE
0,エルフ,レジェンド,エルフクイーン,FALSE
0,エルフ,レジェンド,深き森の異形,FALSE
0,ロイヤル,レジェンド,円卓の騎士・ガウェイン,FALSE
0,ロイヤル,レジェンド,不滅の英雄・ローラン,FALSE
0,ウィッチ,レジェンド,魔導の巨兵,FALSE
0,ウィッチ,レジェンド,言霊遣い・ジンジャー,FALSE
0,杉田,レジェンド,水竜神の巫女,FALSE
0,杉田,レジェンド,ウロボロス,FALSE
0,ネクロマンサー,レジェンド,魂の番人・ミント,FALSE
0,ネクロマンサー,レジェンド,魔将軍・ヘクター,FALSE
0,ヴァンパイア,レジェンド,ベルフェゴール,FALSE
0,ヴァンパイア,レジェンド,メイルストロームサーペント,FALSE
0,ビショップ,レジェンド,ダークジャンヌ,FALSE
0,ビショップ,レジェンド,ヘブンリーイージス,FALSE
1,ニュートラル,レジェンド,不思議の探究者・アリス,FALSE
1,ニュートラル,レジェンド,魔海の女王,FALSE
1,エルフ,レジェンド,フェアリードラゴン,FALSE
1,エルフ,レジェンド,ビューティ＆ビースト,FALSE
1,ロイヤル,レジェンド,シンデレラ,FALSE
1,ロイヤル,レジェンド,古の英雄,FALSE
1,ウィッチ,レジェンド,呼び覚まされし禁忌,FALSE
1,ウィッチ,レジェンド,オズの大魔女,FALSE
1,杉田,レジェンド,ジャバウォック,FALSE
1,杉田,レジェンド,天窮の竜神,FALSE
1,ネクロマンサー,レジェンド,災厄の屍王,FALSE
1,ネクロマンサー,レジェンド,ダークアリス,FALSE
1,ヴァンパイア,レジェンド,邪悪なる妖精・カラボス,FALSE
1,ヴァンパイア,レジェンド,昏き底より出でる者,FALSE
1,ビショップ,レジェンド,スノーホワイトプリンセス,FALSE
1,ビショップ,レジェンド,黄金郷の獅子,FALSE
2,杉田,レジェンド,インペリアルドラグーン・アルドス,TRUE
2,ウィッチ,レジェンド,次元の魔女・ドロシー,TRUE
2,ニュートラル,レジェンド,ゾディアックデーモン,FALSE
2,ニュートラル,レジェンド,ロキ,FALSE
2,エルフ,レジェンド,カシオペア,FALSE
2,エルフ,レジェンド,キングエレファント,FALSE
2,ロイヤル,レジェンド,静かなる炎将・マーズ,FALSE
2,ロイヤル,レジェンド,バルバロッサ,FALSE
2,ウィッチ,レジェンド,星読みの魔女・ステラ,FALSE
2,ウィッチ,レジェンド,ギガントキマイラ,FALSE
2,杉田,レジェンド,原初の竜使い,FALSE
2,杉田,レジェンド,ピュートーン,FALSE
2,ネクロマンサー,レジェンド,トワイライトクイーン,FALSE
2,ネクロマンサー,レジェンド,滅殺の鎧,FALSE
2,ヴァンパイア,レジェンド,毒牙の姫・メデューサ,FALSE
2,ヴァンパイア,レジェンド,ヨルムンガンド,FALSE
2,ビショップ,レジェンド,白翼の守護神・アイテール,FALSE
2,ビショップ,レジェンド,邪教の権化,FALSE
3,ロイヤル,レジェンド,ロイヤルセイバー・アルベール,TRUE
3,ネクロマンサー,レジェンド,ケルベロス,TRUE
3,ヴァンパイア,ブロンズ,ダークジェネラル・エクセラ,TRUE
3,ニュートラル,レジェンド,バイヴカハ,FALSE
3,ニュートラル,レジェンド,クロノス,FALSE
3,エルフ,レジェンド,インセクトキング,FALSE
3,エルフ,レジェンド,導きの妖精姫・アリア,FALSE
3,ロイヤル,レジェンド,ダークセイバー・メリッサ,FALSE
3,ロイヤル,レジェンド,騎士王・アーサー,FALSE
3,ウィッチ,レジェンド,魔術の始祖・マナリア,FALSE
3,ウィッチ,レジェンド,白銀剣のゴーレム,FALSE
